gse_id,old_gse_id,gse_type,model,manufacturer,location,lift_inspection_expires,latest_service_chassi,latest_service_unit,chassi_nr_vehicle,chassi_nr_unit,manufacturing_year_chassi,manufacturing_year_unit,hour_meter_chassi,hour_meter_unit,km_chassi,local_vehicle_permit,vehicle_permit_nr,vehicle_permit_valid_until,in_use,net_weight_kg,total_weight_kg,status,type_of_fuel,emission_standard,reg_nr_if_applicable,heating,deice_type,hot_type4,glycol,capacity,ac_type,single_double_max_ppm,power,cabin,gen2,length_m,height_min_max_mm,self_propelled,owned_by_company,owned_by_company2,type_of_lease,term_of_termination,purchase_date,agreement_expire_date,risk_assessment,training_documentation_available,item_type,path
TBL 00054,,Towbar less tractor (TBL),TBL100E,,CFS,,,,,2883,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00055,,Towbar less tractor (TBL),TBL100E,,CFS,,,,,2901,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TSU00025,,Toilet service unit (TSU),eVTS Flex,,CFS,,,,,6120,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
WSU 00019,,Water service unit (WSU),e-WS Flex,,CFS,,,,,6148,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
ASU 00022,,Air starter unit (ASU),Guinault DS180,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLS 00035,,Belt loader snake (BLS),,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLS 00036,,Belt loader snake (BLS),,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLT 00112,,Belt loader (BLT),TLD NBL-E,,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLT 00113,,Belt loader (BLT),TLD NBL-E,,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLT 00114,,Belt loader (BLT),TLD NBL-E,,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLT 00115,,Belt loader (BLT),TLS NBL-E,,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLT 00116,,Belt loader (BLT),TLS NBL-E,,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLT 00117,,Belt loader (BLT),TLD NBL-E,,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLT 00118,,Belt loader (BLT),TLD NBL-E,,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLT 00119,,Belt loader (BLT),TLD NBL-E,,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLT 00120,,Belt loader (BLT),TLD NBL-E,,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00286,,Baggage tractor (EBT),LXT120,Still Danmark A/S,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00287,,Baggage tractor (EBT),LXT120,Still Danmark A/S,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00288,,Baggage tractor (EBT),LXT120,Still Danmark A/S,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00289,,Baggage tractor (EBT),LXT120,Still Danmark A/S,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00290,,Baggage tractor (EBT),LXT120,Still Danmark A/S,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00291,,Baggage tractor (EBT),LXT120,Still Danmark A/S,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 000292,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00293,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 000294,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00295,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00296,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00297,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00298,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00299,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00300,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00292,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00294,,Baggage tractor (EBT),LXT120,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00301,,Baggage tractor (EBT),LXT70,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00302,,Baggage tractor (EBT),LXT70,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00303,,Baggage tractor (EBT),LXT70,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00304,,Baggage tractor (EBT),LXT350,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00305,,Baggage tractor (EBT),LXT350,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
GPU 00085,,Ground power unit (GPU),GA90,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
GPU 00086,,Ground power unit (GPU),GA90,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CLT 00023,,Container loader transporter (CLT),CLT 8,JBT,AAP,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Copenhagen Flight Services APS,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00059,,Towbar less tractor (TBL),TBL280,TCR,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLS 00040,,Belt loader snake (BLS),Power Stow,TCR,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00130,,Car (CAR),Mazda 2,,CFS,,,,JMZDJ6HC601467528,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00131,,Car (CAR),Mazda 2,,CFS,,,,JMZDJ6HC601469639,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00132,,Car (CAR),Mazda 2,,CFS,,,,JMZDJ6HC601466990,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00133,,Car (CAR),Mazda 2,,CFS,,,,JMZDJ6HC601465634,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00134,,Car (CAR),Bus,,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00060,,Towbar less tractor (TBL),TBL100,Kalmar,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLS 00041,,Belt loader snake (BLS),Power Stow,TCR,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLS 00042,,Belt loader snake (BLS),Power Stow,Ryanair,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00339,,Baggage tractor (EBT),Midlertidig,Still,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00340,,Baggage tractor (EBT),Midlertidig,Still,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00341,,Baggage tractor (EBT),Midlertidig,Still,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00342,,Baggage tractor (EBT),Midlertidig,Still,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00343,,Baggage tractor (EBT),Midlertidig,Still,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00344,,Baggage tractor (EBT),Midlertidig,Still,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00345,,Baggage tractor (EBT),Midlertidig,Still,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00346,,Baggage tractor (EBT),Midlertidig,Still,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00347,,Baggage tractor (EBT),Linde P60,,AAP,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL00061,,Towbar less tractor (TBL),TBL190,Kalmar,AAP,,,,2349,,2015,2015,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL00062,,Towbar less tractor (TBL),TBL190,Kalmar,AAP,,,,2350,,2015,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT00362,,Baggage tractor (EBT),P250,Linde,CFS,,,,G1X127N00057,,2010,,"3,094",,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
DIT 00054,,De-icing truck (DIT),220,Safe aero,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Copenhagen Flight Services APS,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
